iteration,model,hp,dim_method,do_scale,n_pca,other_cols,dataset_size,confusion_matrix,accuracy,precision,recall,f1,kappa,kappa_std,score,kappa_nonzero
869,NN,"{'hidden_layer_sizes': (128, 128), 'activation': 'tanh', 'alpha': 0.0001, 'learning_rate_init': 0.001, 'max_iter': 1000, 'early_stopping': False}",freq,True,N/A,[],616,"[[53, 51], [84, 108]]",0.5477836295808646,0.48891456111283693,0.5180141586348436,0.4436862438907114,-0.015030604552193442,0.08872158337576942,-0.10375218792796287,1
881,NN,"{'hidden_layer_sizes': (128, 128), 'activation': 'tanh', 'alpha': 0.01, 'learning_rate_init': 0.001, 'max_iter': 1000, 'early_stopping': False}",freq,True,N/A,[],616,"[[53, 51], [84, 108]]",0.5477836295808646,0.48891456111283693,0.5180141586348436,0.4436862438907114,-0.015030604552193442,0.08872158337576942,-0.10375218792796287,1
877,RF,"{'n_estimators': 500, 'max_depth': None, 'min_samples_split': 2, 'max_features': 'log2'}",freq,True,N/A,[],616,"[[61, 43], [81, 111]]",0.5910375484108202,0.5665283495126818,0.5740483218286312,0.5177901327316513,0.10398936395397702,0.20867309411814275,-0.10468373016416573,1
968,NN,"{'hidden_layer_sizes': (256, 256), 'activation': 'tanh', 'alpha': 0.0001, 'learning_rate_init': 0.0001, 'max_iter': 1000, 'early_stopping': False}",freq,True,N/A,[],616,"[[56, 48], [93, 99]]",0.5192635031344709,0.5152786485545106,0.513043666164351,0.44043083204141836,0.0064646568556976,0.1112348151194446,-0.104770158263747,1
428,SVM,"{'C': 100, 'kernel': 'rbf', 'gamma': 'auto'}",pca,False,15,[],616,"[[23, 81], [81, 111]]",0.42486907579073474,0.5636845352120458,0.5120971274830706,0.35633158758550065,3.938229043272864e-05,0.10579494068946697,-0.10575555839903425,1
208,SVM,"{'C': 1, 'kernel': 'rbf', 'gamma': 'auto'}",freq,True,N/A,[],616,"[[70, 34], [90, 102]]",0.5840954516069724,0.5785098868233495,0.6086512384738013,0.5417808805065129,0.16373801330731372,0.2731183166971873,-0.10938030338987356,1
218,NN,"{'hidden_layer_sizes': (256, 256), 'activation': 'tanh', 'alpha': 0.001, 'learning_rate_init': 0.0005, 'max_iter': 1000, 'early_stopping': False}",pca,False,15,[],616,"[[21, 83], [64, 128]]",0.49353978731858916,0.5506008704190303,0.5188665187595042,0.41747219177884326,0.004207002129732129,0.11382895948477569,-0.10962195735504356,1
289,RF,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 5, 'max_features': 0.5}",pca,False,15,[],616,"[[78, 26], [116, 76]]",0.5214445848086401,0.4601599973281389,0.513091802870179,0.4377940086708277,0.007934808960363285,0.1178799656290937,-0.1099451566687304,1
952,SVM,"{'C': 0.1, 'kernel': 'rbf', 'gamma': 'scale'}",pca,False,5,[],616,"[[19, 85], [73, 119]]",0.44651975873174027,0.5347193914622065,0.4906709501745404,0.3737100725824436,-0.017850159841134028,0.09407621016609838,-0.1119263700072324,1
484,NN,"{'hidden_layer_sizes': (64,), 'activation': 'relu', 'alpha': 0.001, 'learning_rate_init': 0.0005, 'max_iter': 1000, 'early_stopping': False}",pca,True,10,[],616,"[[73, 31], [103, 89]]",0.5190144061111802,0.548523296107474,0.5314610527811301,0.4551055836235336,0.05644130270326786,0.16924816685135963,-0.11280686414809177,1
